<Unicode>,<Unicode Name>,<Glyph Name>,<Adobe Character Sets>,<Unicode block>,<Non-Unicode type>,"<Status> # A=Already in, T=To be added, C=Under consideration, D=To be deleted","<Source> # R=Regular, B=Bold, I=Italic, X=Bold Italic, N=New, S=Special",<Fira Glyph>
U+27FE,LONG RIGHTWARDS DOUBLE ARROW FROM BAR,uni27FE,,Supplemental Arrows-A,,A,,
U+27FF,LONG RIGHTWARDS SQUIGGLE ARROW,uni27FF,,Supplemental Arrows-A,,T,,
U+2900,RIGHTWARDS TWO-HEADED ARROW WITH VERTICAL STROKE,uni2900,,Supplemental Arrows-B,,T,,
U+2901,RIGHTWARDS TWO-HEADED ARROW WITH DOUBLE VERTICAL STROKE,uni2901,,Supplemental Arrows-B,,T,,
U+2902,LEFTWARDS DOUBLE ARROW WITH VERTICAL STROKE,uni2902,,Supplemental Arrows-B,,T,,
U+2903,RIGHTWARDS DOUBLE ARROW WITH VERTICAL STROKE,uni2903,,Supplemental Arrows-B,,T,,
U+2904,LEFT RIGHT DOUBLE ARROW WITH VERTICAL STROKE,uni2904,,Supplemental Arrows-B,,T,,
U+2905,RIGHTWARDS TWO-HEADED ARROW FROM BAR,uni2905,,Supplemental Arrows-B,,T,,
U+2906,LEFTWARDS DOUBLE ARROW FROM BAR,uni2906,,Supplemental Arrows-B,,A,,
U+2907,RIGHTWARDS DOUBLE ARROW FROM BAR,uni2907,,Supplemental Arrows-B,,A,,
U+2908,DOWNWARDS ARROW WITH HORIZONTAL STROKE,uni2908,,Supplemental Arrows-B,,T,,
U+2909,UPWARDS ARROW WITH HORIZONTAL STROKE,uni2909,,Supplemental Arrows-B,,T,,
U+290A,UPWARDS TRIPLE ARROW,uni290A,,Supplemental Arrows-B,,T,,
U+290B,DOWNWARDS TRIPLE ARROW,uni290B,,Supplemental Arrows-B,,T,,
U+290C,LEFTWARDS DOUBLE DASH ARROW,uni290C,,Supplemental Arrows-B,,T,,
U+290D,RIGHTWARDS DOUBLE DASH ARROW,uni290D,,Supplemental Arrows-B,,T,,
U+290E,LEFTWARDS TRIPLE DASH ARROW,uni290E,,Supplemental Arrows-B,,T,,
U+290F,RIGHTWARDS TRIPLE DASH ARROW,uni290F,,Supplemental Arrows-B,,T,,
U+2910,RIGHTWARDS TWO-HEADED TRIPLE DASH ARROW,uni2910,,Supplemental Arrows-B,,T,,
U+2911,RIGHTWARDS ARROW WITH DOTTED STEM,uni2911,,Supplemental Arrows-B,,T,,
U+2912,UPWARDS ARROW TO BAR,uni2912,,Supplemental Arrows-B,,T,,
U+2913,DOWNWARDS ARROW TO BAR,uni2913,,Supplemental Arrows-B,,T,,
U+2914,RIGHTWARDS ARROW WITH TAIL WITH VERTICAL STROKE,uni2914,,Supplemental Arrows-B,,T,,
U+2915,RIGHTWARDS ARROW WITH TAIL WITH DOUBLE VERTICAL STROKE,uni2915,,Supplemental Arrows-B,,T,,
U+2916,RIGHTWARDS TWO-HEADED ARROW WITH TAIL,uni2916,,Supplemental Arrows-B,,T,,
U+2917,RIGHTWARDS TWO-HEADED ARROW WITH TAIL WITH VERTICAL STROKE,uni2917,,Supplemental Arrows-B,,T,,
U+2918,RIGHTWARDS TWO-HEADED ARROW WITH TAIL WITH DOUBLE VERTICAL STROKE,uni2918,,Supplemental Arrows-B,,T,,
U+2919,LEFTWARDS ARROW-TAIL,uni2919,,Supplemental Arrows-B,,T,,
U+291A,RIGHTWARDS ARROW-TAIL,uni291A,,Supplemental Arrows-B,,T,,
U+291B,LEFTWARDS DOUBLE ARROW-TAIL,uni291B,,Supplemental Arrows-B,,T,,
U+291C,RIGHTWARDS DOUBLE ARROW-TAIL,uni291C,,Supplemental Arrows-B,,T,,
U+291D,LEFTWARDS ARROW TO BLACK DIAMOND,uni291D,,Supplemental Arrows-B,,T,,
U+291E,RIGHTWARDS ARROW TO BLACK DIAMOND,uni291E,,Supplemental Arrows-B,,T,,
U+291F,LEFTWARDS ARROW FROM BAR TO BLACK DIAMOND,uni291F,,Supplemental Arrows-B,,T,,
U+2920,RIGHTWARDS ARROW FROM BAR TO BLACK DIAMOND,uni2920,,Supplemental Arrows-B,,T,,
U+2921,NORTH WEST AND SOUTH EAST ARROW,uni2921,,Supplemental Arrows-B,,T,,
U+2922,NORTH EAST AND SOUTH WEST ARROW,uni2922,,Supplemental Arrows-B,,T,,
U+2923,NORTH WEST ARROW WITH HOOK,uni2923,,Supplemental Arrows-B,,T,,
U+2924,NORTH EAST ARROW WITH HOOK,uni2924,,Supplemental Arrows-B,,T,,
U+2925,SOUTH EAST ARROW WITH HOOK,uni2925,,Supplemental Arrows-B,,T,,
U+2926,SOUTH WEST ARROW WITH HOOK,uni2926,,Supplemental Arrows-B,,T,,
U+2927,NORTH WEST ARROW AND NORTH EAST ARROW,uni2927,,Supplemental Arrows-B,,T,,
U+2928,NORTH EAST ARROW AND SOUTH EAST ARROW,uni2928,,Supplemental Arrows-B,,T,,
U+2929,SOUTH EAST ARROW AND SOUTH WEST ARROW,uni2929,,Supplemental Arrows-B,,T,,
U+292A,SOUTH WEST ARROW AND NORTH WEST ARROW,uni292A,,Supplemental Arrows-B,,T,,
U+292B,RISING DIAGONAL CROSSING FALLING DIAGONAL,uni292B,,Supplemental Arrows-B,,T,,
U+292C,FALLING DIAGONAL CROSSING RISING DIAGONAL,uni292C,,Supplemental Arrows-B,,T,,
U+292D,SOUTH EAST ARROW CROSSING NORTH EAST ARROW,uni292D,,Supplemental Arrows-B,,T,,
U+292E,NORTH EAST ARROW CROSSING SOUTH EAST ARROW,uni292E,,Supplemental Arrows-B,,T,,
U+292F,FALLING DIAGONAL CROSSING NORTH EAST ARROW,uni292F,,Supplemental Arrows-B,,T,,
U+2930,RISING DIAGONAL CROSSING SOUTH EAST ARROW,uni2930,,Supplemental Arrows-B,,T,,
U+2931,NORTH EAST ARROW CROSSING NORTH WEST ARROW,uni2931,,Supplemental Arrows-B,,T,,
U+2932,NORTH WEST ARROW CROSSING NORTH EAST ARROW,uni2932,,Supplemental Arrows-B,,T,,
U+2933,WAVE ARROW POINTING DIRECTLY RIGHT,uni2933,,Supplemental Arrows-B,,T,,
U+2934,ARROW POINTING RIGHTWARDS THEN CURVING UPWARDS,uni2934,,Supplemental Arrows-B,,T,,
U+2935,ARROW POINTING RIGHTWARDS THEN CURVING DOWNWARDS,uni2935,,Supplemental Arrows-B,,T,,
U+2936,ARROW POINTING DOWNWARDS THEN CURVING LEFTWARDS,uni2936,,Supplemental Arrows-B,,T,,
U+2937,ARROW POINTING DOWNWARDS THEN CURVING RIGHTWARDS,uni2937,,Supplemental Arrows-B,,T,,
U+2938,RIGHT-SIDE ARC CLOCKWISE ARROW,uni2938,,Supplemental Arrows-B,,T,,
U+2939,LEFT-SIDE ARC ANTICLOCKWISE ARROW,uni2939,,Supplemental Arrows-B,,T,,
U+293A,TOP ARC ANTICLOCKWISE ARROW,uni293A,,Supplemental Arrows-B,,T,,
U+293B,BOTTOM ARC ANTICLOCKWISE ARROW,uni293B,,Supplemental Arrows-B,,T,,
U+293C,TOP ARC CLOCKWISE ARROW WITH MINUS,uni293C,,Supplemental Arrows-B,,T,,
U+293D,TOP ARC ANTICLOCKWISE ARROW WITH PLUS,uni293D,,Supplemental Arrows-B,,T,,
U+293E,LOWER RIGHT SEMICIRCULAR CLOCKWISE ARROW,uni293E,,Supplemental Arrows-B,,T,,
U+293F,LOWER LEFT SEMICIRCULAR ANTICLOCKWISE ARROW,uni293F,,Supplemental Arrows-B,,T,,
U+2940,ANTICLOCKWISE CLOSED CIRCLE ARROW,uni2940,,Supplemental Arrows-B,,T,,
U+2941,CLOCKWISE CLOSED CIRCLE ARROW,uni2941,,Supplemental Arrows-B,,T,,
U+2942,RIGHTWARDS ARROW ABOVE SHORT LEFTWARDS ARROW,uni2942,,Supplemental Arrows-B,,T,,
U+2943,LEFTWARDS ARROW ABOVE SHORT RIGHTWARDS ARROW,uni2943,,Supplemental Arrows-B,,T,,
U+2944,SHORT RIGHTWARDS ARROW ABOVE LEFTWARDS ARROW,uni2944,,Supplemental Arrows-B,,T,,
U+2945,RIGHTWARDS ARROW WITH PLUS BELOW,uni2945,,Supplemental Arrows-B,,T,,
U+2946,LEFTWARDS ARROW WITH PLUS BELOW,uni2946,,Supplemental Arrows-B,,T,,
U+2947,RIGHTWARDS ARROW THROUGH X,uni2947,,Supplemental Arrows-B,,T,,
U+2948,LEFT RIGHT ARROW THROUGH SMALL CIRCLE,uni2948,,Supplemental Arrows-B,,T,,
U+2949,UPWARDS TWO-HEADED ARROW FROM SMALL CIRCLE,uni2949,,Supplemental Arrows-B,,T,,
U+294A,LEFT BARB UP RIGHT BARB DOWN HARPOON,uni294A,,Supplemental Arrows-B,,T,,
U+294B,LEFT BARB DOWN RIGHT BARB UP HARPOON,uni294B,,Supplemental Arrows-B,,T,,
U+294C,UP BARB RIGHT DOWN BARB LEFT HARPOON,uni294C,,Supplemental Arrows-B,,T,,
U+294D,UP BARB LEFT DOWN BARB RIGHT HARPOON,uni294D,,Supplemental Arrows-B,,T,,
U+294E,LEFT BARB UP RIGHT BARB UP HARPOON,uni294E,,Supplemental Arrows-B,,T,,
U+294F,UP BARB RIGHT DOWN BARB RIGHT HARPOON,uni294F,,Supplemental Arrows-B,,T,,
U+2950,LEFT BARB DOWN RIGHT BARB DOWN HARPOON,uni2950,,Supplemental Arrows-B,,T,,
U+2951,UP BARB LEFT DOWN BARB LEFT HARPOON,uni2951,,Supplemental Arrows-B,,T,,
U+2952,LEFTWARDS HARPOON WITH BARB UP TO BAR,uni2952,,Supplemental Arrows-B,,T,,
U+2953,RIGHTWARDS HARPOON WITH BARB UP TO BAR,uni2953,,Supplemental Arrows-B,,T,,
U+2954,UPWARDS HARPOON WITH BARB RIGHT TO BAR,uni2954,,Supplemental Arrows-B,,T,,
U+2955,DOWNWARDS HARPOON WITH BARB RIGHT TO BAR,uni2955,,Supplemental Arrows-B,,T,,
U+2956,LEFTWARDS HARPOON WITH BARB DOWN TO BAR,uni2956,,Supplemental Arrows-B,,T,,
U+2957,RIGHTWARDS HARPOON WITH BARB DOWN TO BAR,uni2957,,Supplemental Arrows-B,,T,,
U+2958,UPWARDS HARPOON WITH BARB LEFT TO BAR,uni2958,,Supplemental Arrows-B,,T,,
U+2959,DOWNWARDS HARPOON WITH BARB LEFT TO BAR,uni2959,,Supplemental Arrows-B,,T,,
U+295A,LEFTWARDS HARPOON WITH BARB UP FROM BAR,uni295A,,Supplemental Arrows-B,,T,,
U+295B,RIGHTWARDS HARPOON WITH BARB UP FROM BAR,uni295B,,Supplemental Arrows-B,,T,,
U+295C,UPWARDS HARPOON WITH BARB RIGHT FROM BAR,uni295C,,Supplemental Arrows-B,,T,,
U+295D,DOWNWARDS HARPOON WITH BARB RIGHT FROM BAR,uni295D,,Supplemental Arrows-B,,T,,
U+295E,LEFTWARDS HARPOON WITH BARB DOWN FROM BAR,uni295E,,Supplemental Arrows-B,,T,,
U+295F,RIGHTWARDS HARPOON WITH BARB DOWN FROM BAR,uni295F,,Supplemental Arrows-B,,T,,
U+2960,UPWARDS HARPOON WITH BARB LEFT FROM BAR,uni2960,,Supplemental Arrows-B,,T,,
U+2961,DOWNWARDS HARPOON WITH BARB LEFT FROM BAR,uni2961,,Supplemental Arrows-B,,T,,
U+2962,LEFTWARDS HARPOON WITH BARB UP ABOVE LEFTWARDS HARPOON WITH BARB DOWN,uni2962,,Supplemental Arrows-B,,T,,
U+2963,UPWARDS HARPOON WITH BARB LEFT BESIDE UPWARDS HARPOON WITH BARB RIGHT,uni2963,,Supplemental Arrows-B,,T,,
U+2964,RIGHTWARDS HARPOON WITH BARB UP ABOVE RIGHTWARDS HARPOON WITH BARB DOWN,uni2964,,Supplemental Arrows-B,,T,,
U+2965,DOWNWARDS HARPOON WITH BARB LEFT BESIDE DOWNWARDS HARPOON WITH BARB RIGHT,uni2965,,Supplemental Arrows-B,,T,,
U+2966,LEFTWARDS HARPOON WITH BARB UP ABOVE RIGHTWARDS HARPOON WITH BARB UP,uni2966,,Supplemental Arrows-B,,T,,
U+2967,LEFTWARDS HARPOON WITH BARB DOWN ABOVE RIGHTWARDS HARPOON WITH BARB DOWN,uni2967,,Supplemental Arrows-B,,T,,
U+2968,RIGHTWARDS HARPOON WITH BARB UP ABOVE LEFTWARDS HARPOON WITH BARB UP,uni2968,,Supplemental Arrows-B,,T,,
U+2969,RIGHTWARDS HARPOON WITH BARB DOWN ABOVE LEFTWARDS HARPOON WITH BARB DOWN,uni2969,,Supplemental Arrows-B,,T,,
U+296A,LEFTWARDS HARPOON WITH BARB UP ABOVE LONG DASH,uni296A,,Supplemental Arrows-B,,T,,
U+296B,LEFTWARDS HARPOON WITH BARB DOWN BELOW LONG DASH,uni296B,,Supplemental Arrows-B,,T,,
U+296C,RIGHTWARDS HARPOON WITH BARB UP ABOVE LONG DASH,uni296C,,Supplemental Arrows-B,,T,,
U+296D,RIGHTWARDS HARPOON WITH BARB DOWN BELOW LONG DASH,uni296D,,Supplemental Arrows-B,,T,,
U+296E,UPWARDS HARPOON WITH BARB LEFT BESIDE DOWNWARDS HARPOON WITH BARB RIGHT,uni296E,,Supplemental Arrows-B,,A,,
U+296F,DOWNWARDS HARPOON WITH BARB LEFT BESIDE UPWARDS HARPOON WITH BARB RIGHT,uni296F,,Supplemental Arrows-B,,A,,
U+2970,RIGHT DOUBLE ARROW WITH ROUNDED HEAD,uni2970,,Supplemental Arrows-B,,T,,
U+2971,EQUALS SIGN ABOVE RIGHTWARDS ARROW,uni2971,,Supplemental Arrows-B,,T,,
U+2972,TILDE OPERATOR ABOVE RIGHTWARDS ARROW,uni2972,,Supplemental Arrows-B,,T,,
U+2973,LEFTWARDS ARROW ABOVE TILDE OPERATOR,uni2973,,Supplemental Arrows-B,,T,,
U+2974,RIGHTWARDS ARROW ABOVE TILDE OPERATOR,uni2974,,Supplemental Arrows-B,,T,,
U+2975,RIGHTWARDS ARROW ABOVE ALMOST EQUAL TO,uni2975,,Supplemental Arrows-B,,T,,
U+2976,LESS-THAN ABOVE LEFTWARDS ARROW,uni2976,,Supplemental Arrows-B,,T,,
U+2977,LEFTWARDS ARROW THROUGH LESS-THAN,uni2977,,Supplemental Arrows-B,,T,,
U+2978,GREATER-THAN ABOVE RIGHTWARDS ARROW,uni2978,,Supplemental Arrows-B,,T,,
U+2979,SUBSET ABOVE RIGHTWARDS ARROW,uni2979,,Supplemental Arrows-B,,T,,
U+297A,LEFTWARDS ARROW THROUGH SUBSET,uni297A,,Supplemental Arrows-B,,T,,
U+297B,SUPERSET ABOVE LEFTWARDS ARROW,uni297B,,Supplemental Arrows-B,,T,,
U+297C,LEFT FISH TAIL,uni297C,,Supplemental Arrows-B,,T,,
U+297D,RIGHT FISH TAIL,uni297D,,Supplemental Arrows-B,,T,,
U+297E,UP FISH TAIL,uni297E,,Supplemental Arrows-B,,T,,
U+297F,DOWN FISH TAIL,uni297F,,Supplemental Arrows-B,,T,,
U+2980,TRIPLE VERTICAL BAR DELIMITER,uni2980,,Miscellaneous Mathematical Symbols-B,,A,,
U+2981,Z NOTATION SPOT,uni2981,,Miscellaneous Mathematical Symbols-B,,T,,
U+2982,Z NOTATION TYPE COLON,uni2982,,Miscellaneous Mathematical Symbols-B,,T,,
U+2983,LEFT WHITE CURLY BRACKET,uni2983,,Miscellaneous Mathematical Symbols-B,,T,,
U+2984,RIGHT WHITE CURLY BRACKET,uni2984,,Miscellaneous Mathematical Symbols-B,,T,,
U+2985,LEFT WHITE PARENTHESIS,uni2985,,Miscellaneous Mathematical Symbols-B,,T,,
U+2986,RIGHT WHITE PARENTHESIS,uni2986,,Miscellaneous Mathematical Symbols-B,,T,,
U+2987,Z NOTATION LEFT IMAGE BRACKET,uni2987,,Miscellaneous Mathematical Symbols-B,,T,,
U+2988,Z NOTATION RIGHT IMAGE BRACKET,uni2988,,Miscellaneous Mathematical Symbols-B,,T,,
U+2989,Z NOTATION LEFT BINDING BRACKET,uni2989,,Miscellaneous Mathematical Symbols-B,,T,,
U+298A,Z NOTATION RIGHT BINDING BRACKET,uni298A,,Miscellaneous Mathematical Symbols-B,,T,,
U+298B,LEFT SQUARE BRACKET WITH UNDERBAR,uni298B,,Miscellaneous Mathematical Symbols-B,,T,,
U+298C,RIGHT SQUARE BRACKET WITH UNDERBAR,uni298C,,Miscellaneous Mathematical Symbols-B,,T,,
U+298D,LEFT SQUARE BRACKET WITH TICK IN TOP CORNER,uni298D,,Miscellaneous Mathematical Symbols-B,,T,,
U+298E,RIGHT SQUARE BRACKET WITH TICK IN BOTTOM CORNER,uni298E,,Miscellaneous Mathematical Symbols-B,,T,,
U+298F,LEFT SQUARE BRACKET WITH TICK IN BOTTOM CORNER,uni298F,,Miscellaneous Mathematical Symbols-B,,T,,
U+2990,RIGHT SQUARE BRACKET WITH TICK IN TOP CORNER,uni2990,,Miscellaneous Mathematical Symbols-B,,T,,
U+2991,LEFT ANGLE BRACKET WITH DOT,uni2991,,Miscellaneous Mathematical Symbols-B,,T,,
U+2992,RIGHT ANGLE BRACKET WITH DOT,uni2992,,Miscellaneous Mathematical Symbols-B,,T,,
U+2993,LEFT ARC LESS-THAN BRACKET,uni2993,,Miscellaneous Mathematical Symbols-B,,T,,
U+2994,RIGHT ARC GREATER-THAN BRACKET,uni2994,,Miscellaneous Mathematical Symbols-B,,T,,
U+2995,DOUBLE LEFT ARC GREATER-THAN BRACKET,uni2995,,Miscellaneous Mathematical Symbols-B,,T,,
U+2996,DOUBLE RIGHT ARC LESS-THAN BRACKET,uni2996,,Miscellaneous Mathematical Symbols-B,,T,,
U+2997,LEFT BLACK TORTOISE SHELL BRACKET,uni2997,,Miscellaneous Mathematical Symbols-B,,T,,
U+2998,RIGHT BLACK TORTOISE SHELL BRACKET,uni2998,,Miscellaneous Mathematical Symbols-B,,T,,
U+2999,DOTTED FENCE,uni2999,,Miscellaneous Mathematical Symbols-B,,T,,
U+299A,VERTICAL ZIGZAG LINE,uni299A,,Miscellaneous Mathematical Symbols-B,,T,,
U+299B,MEASURED ANGLE OPENING LEFT,uni299B,,Miscellaneous Mathematical Symbols-B,,T,,
U+299C,RIGHT ANGLE VARIANT WITH SQUARE,uni299C,,Miscellaneous Mathematical Symbols-B,,T,,
U+299D,MEASURED RIGHT ANGLE WITH DOT,uni299D,,Miscellaneous Mathematical Symbols-B,,T,,
U+299E,ANGLE WITH S INSIDE,uni299E,,Miscellaneous Mathematical Symbols-B,,T,,
U+299F,ACUTE ANGLE,uni299F,,Miscellaneous Mathematical Symbols-B,,A,,
U+29A0,SPHERICAL ANGLE OPENING LEFT,uni29A0,,Miscellaneous Mathematical Symbols-B,,A,,
U+29A1,SPHERICAL ANGLE OPENING UP,uni29A1,,Miscellaneous Mathematical Symbols-B,,A,,
U+29A2,TURNED ANGLE,uni29A2,,Miscellaneous Mathematical Symbols-B,,A,,
U+29A3,REVERSED ANGLE,uni29A3,,Miscellaneous Mathematical Symbols-B,,A,,
U+29A4,ANGLE WITH UNDERBAR,uni29A4,,Miscellaneous Mathematical Symbols-B,,T,,
U+29A5,REVERSED ANGLE WITH UNDERBAR,uni29A5,,Miscellaneous Mathematical Symbols-B,,T,,
U+29A6,OBLIQUE ANGLE OPENING UP,uni29A6,,Miscellaneous Mathematical Symbols-B,,A,,
U+29A7,OBLIQUE ANGLE OPENING DOWN,uni29A7,,Miscellaneous Mathematical Symbols-B,,A,,
U+29A8,MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING UP AND RIGHT,uni29A8,,Miscellaneous Mathematical Symbols-B,,T,,
U+29A9,MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING UP AND LEFT,uni29A9,,Miscellaneous Mathematical Symbols-B,,T,,
U+29AA,MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING DOWN AND RIGHT,uni29AA,,Miscellaneous Mathematical Symbols-B,,T,,
U+29AB,MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING DOWN AND LEFT,uni29AB,,Miscellaneous Mathematical Symbols-B,,T,,
U+29AC,MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING RIGHT AND UP,uni29AC,,Miscellaneous Mathematical Symbols-B,,T,,
U+29AD,MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING LEFT AND UP,uni29AD,,Miscellaneous Mathematical Symbols-B,,T,,
U+29AE,MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING RIGHT AND DOWN,uni29AE,,Miscellaneous Mathematical Symbols-B,,T,,
U+29AF,MEASURED ANGLE WITH OPEN ARM ENDING IN ARROW POINTING LEFT AND DOWN,uni29AF,,Miscellaneous Mathematical Symbols-B,,T,,
U+29B0,REVERSED EMPTY SET,uni29B0,,Miscellaneous Mathematical Symbols-B,,A,,
U+29B1,EMPTY SET WITH OVERBAR,uni29B1,,Miscellaneous Mathematical Symbols-B,,T,,
U+29B2,EMPTY SET WITH SMALL CIRCLE ABOVE,uni29B2,,Miscellaneous Mathematical Symbols-B,,T,,
U+29B3,EMPTY SET WITH RIGHT ARROW ABOVE,uni29B3,,Miscellaneous Mathematical Symbols-B,,T,,
U+29B4,EMPTY SET WITH LEFT ARROW ABOVE,uni29B4,,Miscellaneous Mathematical Symbols-B,,T,,
U+29B5,CIRCLE WITH HORIZONTAL BAR,uni29B5,,Miscellaneous Mathematical Symbols-B,,T,,
U+29B6,CIRCLED VERTICAL BAR,uni29B6,,Miscellaneous Mathematical Symbols-B,,T,,
U+29B7,CIRCLED PARALLEL,uni29B7,,Miscellaneous Mathematical Symbols-B,,T,,
U+29B8,CIRCLED REVERSE SOLIDUS,uni29B8,,Miscellaneous Mathematical Symbols-B,,T,,
U+29B9,CIRCLED PERPENDICULAR,uni29B9,,Miscellaneous Mathematical Symbols-B,,T,,
U+29BA,CIRCLE DIVIDED BY HORIZONTAL BAR AND TOP HALF DIVIDED BY VERTICAL BAR,uni29BA,,Miscellaneous Mathematical Symbols-B,,T,,
U+29BB,CIRCLE WITH SUPERIMPOSED X,uni29BB,,Miscellaneous Mathematical Symbols-B,,T,,
U+29BC,CIRCLED ANTICLOCKWISE-ROTATED DIVISION SIGN,uni29BC,,Miscellaneous Mathematical Symbols-B,,T,,
U+29BD,UP ARROW THROUGH CIRCLE,uni29BD,,Miscellaneous Mathematical Symbols-B,,T,,
U+29BE,CIRCLED WHITE BULLET,uni29BE,,Miscellaneous Mathematical Symbols-B,,T,,
U+29BF,CIRCLED BULLET,uni29BF,,Miscellaneous Mathematical Symbols-B,,T,,
U+29C0,CIRCLED LESS-THAN,uni29C0,,Miscellaneous Mathematical Symbols-B,,T,,
U+29C1,CIRCLED GREATER-THAN,uni29C1,,Miscellaneous Mathematical Symbols-B,,T,,
U+29C2,CIRCLE WITH SMALL CIRCLE TO THE RIGHT,uni29C2,,Miscellaneous Mathematical Symbols-B,,T,,
U+29C3,CIRCLE WITH TWO HORIZONTAL STROKES TO THE RIGHT,uni29C3,,Miscellaneous Mathematical Symbols-B,,T,,
U+29C4,SQUARED RISING DIAGONAL SLASH,uni29C4,,Miscellaneous Mathematical Symbols-B,,T,,
U+29C5,SQUARED FALLING DIAGONAL SLASH,uni29C5,,Miscellaneous Mathematical Symbols-B,,T,,
U+29C6,SQUARED ASTERISK,uni29C6,,Miscellaneous Mathematical Symbols-B,,T,,
U+29C7,SQUARED SMALL CIRCLE,uni29C7,,Miscellaneous Mathematical Symbols-B,,T,,
U+29C8,SQUARED SQUARE,uni29C8,,Miscellaneous Mathematical Symbols-B,,T,,
U+29C9,TWO JOINED SQUARES,uni29C9,,Miscellaneous Mathematical Symbols-B,,T,,
U+29CA,TRIANGLE WITH DOT ABOVE,uni29CA,,Miscellaneous Mathematical Symbols-B,,T,,
U+29CB,TRIANGLE WITH UNDERBAR,uni29CB,,Miscellaneous Mathematical Symbols-B,,T,,
U+29CC,S IN TRIANGLE,uni29CC,,Miscellaneous Mathematical Symbols-B,,T,,
U+29CD,TRIANGLE WITH SERIFS AT BOTTOM,uni29CD,,Miscellaneous Mathematical Symbols-B,,T,,
U+29CE,RIGHT TRIANGLE ABOVE LEFT TRIANGLE,uni29CE,,Miscellaneous Mathematical Symbols-B,,T,,
U+29CF,LEFT TRIANGLE BESIDE VERTICAL BAR,uni29CF,,Miscellaneous Mathematical Symbols-B,,T,,
U+29D0,VERTICAL BAR BESIDE RIGHT TRIANGLE,uni29D0,,Miscellaneous Mathematical Symbols-B,,T,,
U+29D1,BOWTIE WITH LEFT HALF BLACK,uni29D1,,Miscellaneous Mathematical Symbols-B,,T,,
U+29D2,BOWTIE WITH RIGHT HALF BLACK,uni29D2,,Miscellaneous Mathematical Symbols-B,,T,,
U+29D3,BLACK BOWTIE,uni29D3,,Miscellaneous Mathematical Symbols-B,,T,,
U+29D4,TIMES WITH LEFT HALF BLACK,uni29D4,,Miscellaneous Mathematical Symbols-B,,T,,
U+29D5,TIMES WITH RIGHT HALF BLACK,uni29D5,,Miscellaneous Mathematical Symbols-B,,T,,
U+29D6,WHITE HOURGLASS,uni29D6,,Miscellaneous Mathematical Symbols-B,,T,,
U+29D7,BLACK HOURGLASS,uni29D7,,Miscellaneous Mathematical Symbols-B,,T,,
U+29D8,LEFT WIGGLY FENCE,uni29D8,,Miscellaneous Mathematical Symbols-B,,T,,
U+29D9,RIGHT WIGGLY FENCE,uni29D9,,Miscellaneous Mathematical Symbols-B,,T,,
U+29DA,LEFT DOUBLE WIGGLY FENCE,uni29DA,,Miscellaneous Mathematical Symbols-B,,T,,
U+29DB,RIGHT DOUBLE WIGGLY FENCE,uni29DB,,Miscellaneous Mathematical Symbols-B,,T,,
U+29DC,INCOMPLETE INFINITY,uni29DC,,Miscellaneous Mathematical Symbols-B,,T,,
U+29DD,TIE OVER INFINITY,uni29DD,,Miscellaneous Mathematical Symbols-B,,T,,
U+29DE,INFINITY NEGATED WITH VERTICAL BAR,uni29DE,,Miscellaneous Mathematical Symbols-B,,T,,
U+29DF,DOUBLE-ENDED MULTIMAP,uni29DF,,Miscellaneous Mathematical Symbols-B,,T,,
U+29E0,SQUARE WITH CONTOURED OUTLINE,uni29E0,,Miscellaneous Mathematical Symbols-B,,T,,
U+29E1,INCREASES AS,uni29E1,,Miscellaneous Mathematical Symbols-B,,T,,
U+29E2,SHUFFLE PRODUCT,uni29E2,,Miscellaneous Mathematical Symbols-B,,T,,
U+29E3,EQUALS SIGN AND SLANTED PARALLEL,uni29E3,,Miscellaneous Mathematical Symbols-B,,T,,
U+29E4,EQUALS SIGN AND SLANTED PARALLEL WITH TILDE ABOVE,uni29E4,,Miscellaneous Mathematical Symbols-B,,T,,
U+29E5,IDENTICAL TO AND SLANTED PARALLEL,uni29E5,,Miscellaneous Mathematical Symbols-B,,T,,
U+29E6,GLEICH STARK,uni29E6,,Miscellaneous Mathematical Symbols-B,,T,,
U+29E7,THERMODYNAMIC,uni29E7,,Miscellaneous Mathematical Symbols-B,,T,,
U+29E8,DOWN-POINTING TRIANGLE WITH LEFT HALF BLACK,uni29E8,,Miscellaneous Mathematical Symbols-B,,T,,
U+29E9,DOWN-POINTING TRIANGLE WITH RIGHT HALF BLACK,uni29E9,,Miscellaneous Mathematical Symbols-B,,T,,
U+29EA,BLACK DIAMOND WITH DOWN ARROW,uni29EA,,Miscellaneous Mathematical Symbols-B,,T,,
U+29EB,BLACK LOZENGE,uni29EB,,Miscellaneous Mathematical Symbols-B,,T,,
U+29EC,WHITE CIRCLE WITH DOWN ARROW,uni29EC,,Miscellaneous Mathematical Symbols-B,,T,,
U+29ED,BLACK CIRCLE WITH DOWN ARROW,uni29ED,,Miscellaneous Mathematical Symbols-B,,T,,
